treated,age,educ,black,hispanic,married,nodegree,re74,re75,re78,dwincl,early_ra,dataset,diff,u74,u75,age2,age3,educ2,re742,re752,black_u74,educ_re74,u74_hispanic,married_re74,married_u74
0,25,12,0,0,1,0,48.98167,4003.1609,854.12598,,,4,-3149.0349,0,0,625,15.625,144,2399.2041,16025297,0,587.78003,0,48.98167,0
0,26,12,0,0,1,0,22135.801,20005.061,25564.67,,,4,5559.6094,0,0,676,17.576,144,489993664,400202432,0,265629.63,0,22135.801,0
0,26,16,0,0,0,0,14430,16861.26,2583.0659,,,4,-14278.193,0,0,676,17.576,256,208224896,284302080,0,230880,0,0,0
0,33,16,0,1,1,0,18180.039,18426,19572.49,,,4,1146.4902,0,0,1089,35.937,256,330513824,339517472,0,290880.63,0,18180.039,0
0,26,13,0,1,1,0,10740.7,10928.13,11350.42,,,4,422.29004,0,0,676,17.576,169,115362640,119424024,0,139629.11,0,10740.7,0
0,17,11,0,0,0,1,0,2277.29,2318.553,,,4,41.262939,1,0,289,4.9130001,121,0,5186050,0,0,0,0,0
0,35,16,0,1,1,0,19667.119,2225.3711,2265.355,,,4,39.983887,0,0,1225,42.875,256,386795584,4952276.5,0,314673.91,0,19667.119,0
0,29,16,0,0,1,0,650.47662,476.2258,681.23199,,,4,205.0062,0,0,841,24.389,256,423119.84,226791.02,0,10407.626,0,650.47662,0
0,28,12,0,0,1,0,15750.55,14182.94,19607.949,,,4,5425.0088,0,0,784,21.952,144,248079824,201155792,0,189006.59,0,15750.55,0
0,23,16,0,0,1,0,17169.051,20751.631,25555.801,,,4,4804.1699,0,0,529,12.167,256,294776320,430630176,0,274704.81,0,17169.051,0
0,44,11,0,0,1,1,20705.529,9628.3555,25564.67,,,4,15936.314,0,0,1936,85.183998,121,428718944,92705232,0,227760.83,0,20705.529,0
0,31,16,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,961,29.791,256,668859584,637236864,0,413797.13,0,25862.32,0
0,42,18,0,0,1,0,1173.601,0,0,,,4,0,0,1,1764,74.087997,324,1377339.3,0,0,21124.816,0,1173.601,0
0,26,18,0,0,0,0,16451.961,2023.0649,1938.777,,,4,-84.287964,0,0,676,17.576,324,270667008,4092791.8,0,296135.31,0,0,0
0,42,4,0,1,1,1,16610.66,17136.971,15734.83,,,4,-1402.1406,0,0,1764,74.087997,16,275914016,293675776,0,66442.641,0,16610.66,0
0,45,2,0,1,1,1,15697.65,13298.52,23755.93,,,4,10457.41,0,0,2025,91.125,4,246416224,176850624,0,31395.301,0,15697.65,0
0,21,9,0,1,0,1,3391.491,19636.26,0,,,4,-19636.26,0,0,441,9.2609997,81,11502211,385582688,0,30523.418,0,0,0
0,45,2,0,1,1,1,20527.24,20341.65,19124.74,,,4,-1216.9102,0,0,2025,91.125,4,421367584,413782752,0,41054.48,0,20527.24,0
0,38,12,0,0,1,0,20609.529,18793.02,15848.62,,,4,-2944.3994,0,0,1444,54.872002,144,424752704,353177568,0,247314.34,0,20609.529,0
0,18,12,0,0,0,0,5630.9331,7496.0811,17958.811,,,4,10462.729,0,0,324,5.8319998,144,31707408,56191232,0,67571.195,0,0,0
0,17,11,0,0,0,1,2962.4109,2205.677,11020.88,,,4,8815.2031,0,0,289,4.9130001,121,8775878,4865011,0,32586.52,0,0,0
0,31,12,0,0,0,0,22055.471,22255.5,12265.13,,,4,-9990.3701,0,0,961,29.791,144,486443776,495307296,0,264665.66,0,0,0
0,30,14,0,0,1,0,0,0,0,,,4,0,1,1,900,27,196,0,0,0,0,0,0,1
0,38,6,0,1,1,1,18279.961,9100.21,14938.34,,,4,5838.1299,0,0,1444,54.872002,36,334156960,82813824,0,109679.77,0,18279.961,0
0,21,13,0,1,0,0,0,309.7258,10355.91,,,4,10046.185,1,0,441,9.2609997,169,0,95930.07,0,0,1,0,0
0,39,10,0,0,1,1,1941.6331,12772.16,0,,,4,-12772.16,0,0,1521,59.319,100,3769939,163128080,0,19416.33,0,1941.6331,0
0,25,12,0,0,0,0,24353.689,25243.551,25564.67,,,4,321.11914,0,0,625,15.625,144,593102208,637236864,0,292244.28,0,0,0
0,28,12,0,0,0,0,8256.3496,5279.6611,21602.881,,,4,16323.22,0,0,784,21.952,144,68167312,27874822,0,99076.195,0,0,0
0,40,8,0,0,1,1,21532.34,20714.029,21752.141,,,4,1038.1113,0,0,1600,64,64,463641664,429071008,0,172258.72,0,21532.34,0
0,38,9,0,0,1,1,11044.39,10827.87,9800.2832,,,4,-1027.5869,0,0,1444,54.872002,81,121978544,117242768,0,99399.508,0,11044.39,0
0,41,12,0,0,1,0,0,0,0,,,4,0,1,1,1681,68.920998,144,0,0,0,0,0,0,1
0,27,12,0,0,0,0,11424.48,0,10887.89,,,4,10887.89,0,1,729,19.683001,144,130518752,0,0,137093.77,0,0,0
0,52,12,0,1,1,0,25862.32,25243.551,21987.09,,,4,-3256.4609,0,0,2704,140.608,144,668859584,637236864,0,310347.84,0,25862.32,0
0,45,16,0,0,1,0,25158.949,25243.551,0,,,4,-25243.551,0,0,2025,91.125,256,632972736,637236864,0,402543.19,0,25158.949,0
0,50,8,0,1,1,1,22596.221,23356.551,14660.53,,,4,-8696.0205,0,0,2500,125,64,510589184,545528448,0,180769.77,0,22596.221,0
0,17,11,0,1,0,1,2601.906,1702.597,23874.15,,,4,22171.553,0,0,289,4.9130001,121,6769915,2898836.8,0,28620.967,0,0,0
0,17,10,0,0,0,1,0,0,2311.1641,,,4,2311.1641,1,1,289,4.9130001,100,0,0,0,0,0,0,0
0,54,11,0,0,1,1,7102.3418,2866.3059,19859.17,,,4,16992.863,0,0,2916,157.464,121,50443260,8215709.5,0,78125.758,0,7102.3418,0
0,18,11,0,0,0,1,1677.132,583.6452,0,,,4,-583.6452,0,0,324,5.8319998,121,2812771.5,340641.72,0,18448.451,0,0,0
0,43,8,0,0,1,1,14784.63,14250.97,7815.6958,,,4,-6435.2739,0,0,1849,79.507004,64,218585280,203090144,0,118277.04,0,14784.63,0
0,34,14,0,0,1,0,599.53558,694.6452,614.73431,,,4,-79.910889,0,0,1156,39.304001,196,359442.91,482531.97,0,8393.498,0,599.53558,0
0,28,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,784,21.952,144,668859584,637236864,0,310347.84,0,25862.32,0
0,55,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,3025,166.375,144,668859584,637236864,0,310347.84,0,25862.32,0
0,25,12,0,0,1,0,25862.32,10081.31,19500.08,,,4,9418.7705,0,0,625,15.625,144,668859584,101632800,0,310347.84,0,25862.32,0
0,28,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,784,21.952,144,668859584,637236864,0,310347.84,0,25862.32,0
0,50,15,0,0,1,0,23089.961,23191.84,9620,,,4,-13571.84,0,0,2500,125,225,533146304,537861440,0,346349.41,0,23089.961,0
0,22,12,0,0,0,0,6146.2202,11560.11,6903.939,,,4,-4656.1714,0,0,484,10.648,144,37776024,133636152,0,73754.641,0,0,0
0,35,11,0,0,1,1,23568.02,20157.24,14545.26,,,4,-5611.9805,0,0,1225,42.875,121,555451520,406314336,0,259248.22,0,23568.02,0
0,42,13,0,0,1,0,10295.95,13925.13,13240.43,,,4,-684.7002,0,0,1764,74.087997,169,106006592,193909248,0,133847.36,0,10295.95,0
0,45,12,0,0,1,0,25862.32,25243.551,23492.9,,,4,-1750.6504,0,0,2025,91.125,144,668859584,637236864,0,310347.84,0,25862.32,0
0,34,14,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1156,39.304001,196,668859584,637236864,0,362072.5,0,25862.32,0
0,37,12,0,0,1,0,22235.721,21863.42,21505.35,,,4,-358.07031,0,0,1369,50.653,144,494427264,478009120,0,266828.66,0,22235.721,0
0,36,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1296,46.655998,144,668859584,637236864,0,310347.84,0,25862.32,0
0,30,8,0,0,1,1,0,0,24044.09,,,4,24044.09,1,1,900,27,64,0,0,0,0,0,0,1
0,54,5,0,1,1,1,11959.36,7053.8711,2682.074,,,4,-4371.7969,0,0,2916,157.464,25,143026304,49757096,0,59796.801,0,11959.36,0
0,18,12,0,1,0,0,487.85739,3326.4189,4932.6509,,,4,1606.2319,0,0,324,5.8319998,144,238004.83,11065063,0,5854.2886,0,0,0
0,37,15,0,0,1,0,15811.28,0,0,,,4,0,0,1,1369,50.653,225,249996576,0,0,237169.2,0,15811.28,0
0,17,11,0,1,0,1,803.29938,248.8548,5173.521,,,4,4924.666,0,0,289,4.9130001,121,645289.88,61928.711,0,8836.293,0,0,0
0,22,15,0,0,0,0,2911.47,1337.371,17023.41,,,4,15686.039,0,0,484,10.648,225,8476657,1788561.1,0,43672.051,0,0,0
0,22,14,0,0,0,0,352.668,6078.145,2786.9919,,,4,-3291.1531,0,0,484,10.648,196,124374.72,36943848,0,4937.3521,0,0,0
0,52,12,0,0,1,0,0,0,0,,,4,0,1,1,2704,140.608,144,0,0,0,0,0,0,1
0,46,8,0,0,1,1,22778.439,25243.551,25564.67,,,4,321.11914,0,0,2116,97.335999,64,518857312,637236864,0,182227.52,0,22778.439,0
0,29,12,0,0,1,0,14776.79,14240.23,14335.43,,,4,95.199219,0,0,841,24.389,144,218353520,202784160,0,177321.48,0,14776.79,0
0,29,13,0,0,1,0,21822.311,23023.551,25564.67,,,4,2541.1191,0,0,841,24.389,169,476213248,530083904,0,283690.03,0,21822.311,0
0,35,13,0,0,1,0,16508.779,15538.21,23668.75,,,4,8130.54,0,0,1225,42.875,169,272539808,241435968,0,214614.13,0,16508.779,0
0,41,11,0,0,1,1,4586.644,1289.032,13895.06,,,4,12606.027,0,0,1681,68.920998,121,21037304,1661603.5,0,50453.086,0,4586.644,0
0,33,18,0,0,1,0,25862.32,20563.65,25564.67,,,4,5001.0195,0,0,1089,35.937,324,668859584,422863712,0,465521.75,0,25862.32,0
0,45,12,0,0,1,0,21618.551,20998.689,16099.83,,,4,-4898.8594,0,0,2025,91.125,144,467361728,440944960,0,259422.61,0,21618.551,0
0,19,12,0,0,0,0,7903.6821,8734.9844,0,,,4,-8734.9844,0,0,361,6.8590002,144,62468192,76299952,0,94844.188,0,0,0
0,40,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1600,64,144,668859584,637236864,0,310347.84,0,25862.32,0
0,50,9,0,0,1,1,7866.4561,9848.5654,0,,,4,-9848.5654,0,0,2500,125,81,61881132,96994240,0,70798.102,0,7866.4561,0
0,37,12,0,0,1,0,25862.32,25071.68,25564.67,,,4,492.99023,0,0,1369,50.653,144,668859584,628589120,0,310347.84,0,25862.32,0
0,27,16,0,0,1,0,12319.87,11320.21,11471.59,,,4,151.37988,0,0,729,19.683001,256,151779200,128147152,0,197117.92,0,12319.87,0
0,40,3,0,1,1,1,17098.52,19654.16,17615.98,,,4,-2038.1797,0,0,1600,64,9,292359360,386286016,0,51295.559,0,17098.52,0
0,36,16,0,0,1,0,16918.27,17538,21353.15,,,4,3815.1504,0,0,1296,46.655998,256,286227840,307581440,0,270692.31,0,16918.27,0
0,38,8,0,0,1,1,20830.92,16811.131,0,,,4,-16811.131,0,0,1444,54.872002,64,433927232,282614112,0,166647.36,0,20830.92,0
0,34,12,0,0,0,0,15444.9,13266.29,25564.67,,,4,12298.38,0,0,1156,39.304001,144,238544944,175994448,0,185338.81,0,0,0
0,28,13,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,784,21.952,169,668859584,637236864,0,336210.16,0,25862.32,0
0,41,12,0,1,1,0,0,1682.903,0,,,4,-1682.903,1,0,1681,68.920998,144,0,2832162.3,0,0,1,0,1
0,41,13,0,0,1,0,22629.529,17917.551,22211.711,,,4,4294.1602,0,0,1681,68.920998,169,512095584,321038624,0,294183.88,0,22629.529,0
0,30,15,0,0,1,0,22137.76,20458.02,25564.67,,,4,5106.6504,0,0,900,27,225,490080416,418530560,0,332066.41,0,22137.76,0
0,26,11,0,0,0,1,7511.8291,11153.71,13668.97,,,4,2515.2598,0,0,676,17.576,121,56427576,124405248,0,82630.117,0,0,0
0,47,12,0,0,1,0,12907.65,2207.468,0,,,4,-2207.468,0,0,2209,103.823,144,166607440,4872915,0,154891.81,0,12907.65,0
0,34,15,0,0,1,0,14093.01,12670.11,14880.71,,,4,2210.5996,0,0,1156,39.304001,225,198612928,160531696,0,211395.14,0,14093.01,0
0,26,16,0,0,0,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,676,17.576,256,668859584,637236864,0,413797.13,0,0,0
0,46,7,0,0,1,1,25862.32,19444.689,25564.67,,,4,6119.9805,0,0,2116,97.335999,49,668859584,378095936,0,181036.25,0,25862.32,0
0,34,14,0,1,0,0,16822.26,18207.58,22864.859,,,4,4657.2793,0,0,1156,39.304001,196,282988416,331515968,0,235511.64,0,0,0
0,18,12,0,0,0,0,6489.0918,8632.9346,12672.98,,,4,4040.0459,0,0,324,5.8319998,144,42108312,74527560,0,77869.102,0,0,0
0,18,12,0,0,0,0,4625.8291,11026.6,14956.07,,,4,3929.4707,0,0,324,5.8319998,144,21398294,121585896,0,55509.949,0,0,0
0,34,6,0,0,0,1,12029.9,10917.39,6170.9858,,,4,-4746.4038,0,0,1156,39.304001,36,144718496,119189400,0,72179.406,0,0,0
0,34,16,0,0,1,0,18785.449,4244.855,25564.67,,,4,21319.814,0,0,1156,39.304001,256,352893088,18018794,0,300567.19,0,18785.449,0
0,16,8,0,1,0,1,0,0,8666.8662,,,4,8666.8662,1,1,256,4.0960002,64,0,0,0,0,1,0,0
0,26,12,0,1,1,0,11700.74,11860.89,15427.47,,,4,3566.5801,0,0,676,17.576,144,136907328,140680704,0,140408.88,0,11700.74,0
0,43,10,0,0,1,1,4992.2119,0,0,,,4,0,0,1,1849,79.507004,100,24922180,0,0,49922.117,0,4992.2119,0
0,17,10,0,0,0,1,252.74541,497.70969,16.25499,,,4,-481.45471,0,0,289,4.9130001,100,63880.242,247714.94,0,2527.4541,0,0,0
0,29,16,0,0,1,0,10121.57,16496.029,7388.6328,,,4,-9107.3965,0,0,841,24.389,256,102446184,272118976,0,161945.13,0,10121.57,0
0,18,12,0,0,0,0,8034.9531,6762.0479,16865.289,,,4,10103.241,0,0,324,5.8319998,144,64560472,45725292,0,96419.438,0,0,0
0,49,12,0,0,1,0,22807.82,23818.449,25564.67,,,4,1746.2207,0,0,2401,117.649,144,520196672,567318528,0,273693.84,0,22807.82,0
0,20,12,0,0,0,0,10534.98,6946.4521,5760.1782,,,4,-1186.2739,0,0,400,8,144,110985816,48253196,0,126419.77,0,0,0
0,49,13,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,2401,117.649,169,668859584,637236864,0,336210.16,0,25862.32,0
0,25,10,0,0,1,1,4249.6499,6264.3389,0,,,4,-6264.3389,0,0,625,15.625,100,18059524,39241940,0,42496.5,0,4249.6499,0
0,28,14,0,0,1,0,942.40729,6430.8389,3623.386,,,4,-2807.4529,0,0,784,21.952,196,888131.5,41355688,0,13193.702,0,942.40729,0
0,28,11,0,0,1,1,25862.32,19528.84,25434.631,,,4,5905.791,0,0,784,21.952,121,668859584,381375584,0,284485.53,0,25862.32,0
0,30,11,0,0,1,1,389.8941,23854.26,19390.73,,,4,-4463.5293,0,0,900,27,121,152017.41,569025728,0,4288.835,0,389.8941,0
0,27,12,0,0,1,0,1906.3669,0,23622.939,,,4,23622.939,0,1,729,19.683001,144,3634235,0,0,22876.402,0,1906.3669,0
0,29,18,0,0,1,0,19273.311,20909.18,24397.27,,,4,3488.0898,0,0,841,24.389,324,371460512,437193792,0,346919.59,0,19273.311,0
0,29,12,0,1,1,0,4496.5171,0,14202.43,,,4,14202.43,0,1,841,24.389,144,20218666,0,0,53958.203,0,4496.5171,0
0,41,16,0,0,1,0,16144.36,17672.27,22248.65,,,4,4576.3809,0,0,1681,68.920998,256,260640368,312309120,0,258309.77,0,16144.36,0
0,35,10,0,0,1,1,20039.381,20653.16,5912.3838,,,4,-14740.776,0,0,1225,42.875,100,401576800,426553024,0,200393.81,0,20039.381,0
0,51,12,0,0,0,0,19208.65,19414.26,22492.48,,,4,3078.2207,0,0,2601,132.651,144,368972256,376913472,0,230503.81,0,0,0
0,53,8,0,0,1,1,24396.789,20391.77,25564.67,,,4,5172.9004,0,0,2809,148.877,64,595203328,415824256,0,195174.31,0,24396.789,0
0,34,12,0,0,1,0,18542.5,18497.609,23272.721,,,4,4775.1113,0,0,1156,39.304001,144,343824320,342161568,0,222510,0,18542.5,0
0,45,7,0,1,1,1,22559,25094.949,17460.82,,,4,-7634.1289,0,0,2025,91.125,49,508908480,629756480,0,157913,0,22559,0
0,51,8,0,0,1,1,23906.971,22375.449,24183,,,4,1807.5508,0,0,2601,132.651,64,571543232,500660736,0,191255.77,0,23906.971,0
0,19,12,0,0,0,0,4874.6558,4613.6611,3809.5791,,,4,-804.08203,0,0,361,6.8590002,144,23762268,21285870,0,58495.867,0,0,0
0,30,12,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,900,27,144,668859584,637236864,0,310347.84,0,25862.32,0
0,34,10,0,0,1,1,5325.2871,3211.8391,2102.8049,,,4,-1109.0342,0,0,1156,39.304001,100,28358682,10315910,0,53252.871,0,5325.2871,0
0,21,12,0,0,1,0,5407.5762,119.9516,0,,,4,-119.9516,0,0,441,9.2609997,144,29241880,14388.386,0,64890.914,0,5407.5762,0
0,32,12,0,0,1,0,8983.2383,7537.2578,6915.7598,,,4,-621.49805,0,0,1024,32.768002,144,80698568,56810256,0,107798.86,0,8983.2383,0
0,26,16,0,0,1,0,4353.4912,21827.609,25564.67,,,4,3737.0605,0,0,676,17.576,256,18952886,476444544,0,69655.859,0,4353.4912,0
0,19,12,0,0,0,0,0,5088.0972,17171.18,,,4,12083.082,1,0,361,6.8590002,144,0,25888732,0,0,0,0,0
0,33,12,1,0,1,0,23836.439,25243.551,21087.16,,,4,-4156.3906,0,0,1089,35.937,144,568175872,637236864,0,286037.28,0,23836.439,0
0,29,12,0,0,1,0,0,0,0,,,4,0,1,1,841,24.389,144,0,0,0,0,0,0,1
0,24,14,1,0,0,0,6763.3892,6563.3232,4122.8569,,,4,-2440.4663,0,0,576,13.824,196,45743432,43077212,0,94687.445,0,0,0
0,44,0,1,0,0,1,3816.6521,7827.29,12440.98,,,4,4613.6904,0,0,1936,85.183998,0,14566833,61266468,0,0,0,0,0
0,54,12,1,0,0,0,0,0,0,,,4,0,1,1,2916,157.464,144,0,0,1,0,0,0,0
0,42,12,0,0,1,0,9404.4814,2327.4189,4433.1802,,,4,2105.7612,0,0,1764,74.087997,144,88444272,5416879,0,112853.78,0,9404.4814,0
0,17,11,0,0,0,1,766.0733,614.08063,694.53149,,,4,80.450867,0,0,289,4.9130001,121,586868.31,377095.03,0,8426.8066,0,0,0
0,26,16,1,0,1,0,12221.91,13384.45,19944.881,,,4,6560.4307,0,0,676,17.576,256,149375088,179143504,0,195550.56,0,12221.91,0
0,39,12,1,0,1,0,25139.35,22606.4,23318.529,,,4,712.12891,0,0,1521,59.319,144,631986880,511049344,0,301672.19,0,25139.35,0
0,28,12,1,0,1,0,21634.221,18610.4,21653.131,,,4,3042.7305,0,0,784,21.952,144,468039520,346347008,0,259610.66,0,21634.221,0
0,44,8,1,0,1,1,16344.2,10049.08,15553.07,,,4,5503.9902,0,0,1936,85.183998,64,267132880,100984008,0,130753.6,0,16344.2,0
0,19,9,1,0,0,1,1079.556,2873.468,14344.29,,,4,11470.822,0,0,361,6.8590002,81,1165441.3,8256818.5,0,9716.0039,0,0,0
0,40,6,1,0,1,1,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1600,64,36,668859584,637236864,0,155173.92,0,25862.32,0
0,34,18,0,0,1,0,3550.1909,3251.2261,7166.9741,,,4,3915.748,0,0,1156,39.304001,324,12603856,10570471,0,63903.438,0,3550.1909,0
0,20,12,1,0,1,0,1471.4091,9379.5,6339.4468,,,4,-3040.0532,0,0,400,8,144,2165044.5,87975024,0,17656.908,0,1471.4091,0
0,22,13,0,0,0,0,2603.866,0,675.32098,,,4,675.32098,0,1,484,10.648,169,6780118,0,0,33850.258,0,0,0
0,50,11,0,0,1,1,0,0,0,,,4,0,1,1,2500,125,121,0,0,0,0,0,0,1
0,27,14,0,0,1,0,15752.51,14752.26,25564.67,,,4,10812.41,0,0,729,19.683001,196,248141568,217629168,0,220535.14,0,15752.51,0
0,29,6,0,0,1,1,15817.16,15527.47,20302.49,,,4,4775.0205,0,0,841,24.389,36,250182560,241102320,0,94902.961,0,15817.16,0
0,37,10,0,0,1,1,0,0,0,,,4,0,1,1,1369,50.653,100,0,0,0,0,0,0,1
0,25,13,0,0,0,0,19161.631,20157.24,11644.49,,,4,-8512.75,0,0,625,15.625,169,367168096,406314336,0,249101.2,0,0,0
0,25,12,0,0,0,0,11118.84,13529.47,14177.31,,,4,647.83984,0,0,625,15.625,144,123628600,183046544,0,133426.08,0,0,0
0,23,12,0,0,1,0,6349.9839,3972.7261,2388.0061,,,4,-1584.72,0,0,529,12.167,144,40322296,15782552,0,76199.805,0,6349.9839,0
0,40,8,0,0,1,1,23924.609,24495.189,22755.51,,,4,-1739.6797,0,0,1600,64,64,572386944,600014336,0,191396.88,0,23924.609,0
0,31,12,0,0,1,0,25441.08,25243.551,25564.67,,,4,321.11914,0,0,961,29.791,144,647248576,637236864,0,305292.97,0,25441.08,0
0,22,12,0,0,1,0,11736.01,14186.52,17644.061,,,4,3457.541,0,0,484,10.648,144,137733920,201257344,0,140832.13,0,11736.01,0
0,53,7,0,0,1,1,13166.27,13928.71,14387.15,,,4,458.44043,0,0,2809,148.877,49,173350656,194008960,0,92163.891,0,13166.27,0
0,36,16,0,0,1,0,21777.25,21138.34,23881.539,,,4,2743.1992,0,0,1296,46.655998,256,474248608,446829408,0,348436,0,21777.25,0
0,32,12,0,0,1,0,25542.961,25243.551,25564.67,,,4,321.11914,0,0,1024,32.768002,144,652442880,637236864,0,306515.53,0,25542.961,0
0,54,9,0,0,1,1,16614.58,15181.94,12547.38,,,4,-2634.5605,0,0,2916,157.464,81,276044256,230491312,0,149531.22,0,16614.58,0
0,32,15,0,0,1,0,25862.32,25243.551,25564.67,,,4,321.11914,0,0,1024,32.768002,225,668859584,637236864,0,387934.81,0,25862.32,0
0,38,12,0,0,1,0,12643.15,13386.24,21778.73,,,4,8392.4902,0,0,1444,54.872002,144,159849248,179191424,0,151717.81,0,12643.15,0
0,47,12,0,0,1,0,0,3330,24119.449,,,4,20789.449,1,0,2209,103.823,144,0,11088900,0,0,0,0,1
0,29,12,0,0,1,0,15090.27,13926.92,6283.293,,,4,-7643.627,0,0,841,24.389,144,227716240,193959104,0,181083.23,0,15090.27,0
0,23,13,0,0,1,0,17372.82,20146.5,16528.369,,,4,-3618.1309,0,0,529,12.167,169,301814880,405881472,0,225846.66,0,17372.82,0
0,28,13,0,0,0,0,13720.75,5005.7422,558.58063,,,4,-4447.1616,0,0,784,21.952,169,188258976,25057454,0,178369.75,0,0,0
0,21,12,1,0,0,0,4986.334,9358.0156,8205.8164,,,4,-1152.1992,0,0,441,9.2609997,144,24863526,87572456,0,59836.008,0,0,0
0,17,10,1,0,0,1,862.07739,605.12903,6469.4868,,,4,5864.3579,0,0,289,4.9130001,100,743177.44,366181.16,0,8620.7734,0,0,0
0,21,9,0,0,0,1,0,1632.774,103.4409,,,4,-1529.3331,1,0,441,9.2609997,81,0,2665951,0,0,0,0,0
0,28,12,0,0,1,0,17127.91,15670.69,20968.939,,,4,5298.249,0,0,784,21.952,144,293365312,245570544,0,205534.92,0,17127.91,0
0,49,3,0,0,1,1,0,320.46771,5192.731,,,4,4872.2632,1,0,2401,117.649,9,0,102699.55,0,0,0,0,1
0,38,10,0,0,1,1,25862.32,25086,25564.67,,,4,478.66992,0,0,1444,54.872002,100,668859584,629307392,0,258623.2,0,25862.32,0
0,17,9,0,0,0,1,0,601.5484,701.9201,,,4,100.3717,1,0,289,4.9130001,81,0,361860.47,0,0,0,0,0
0,47,5,0,0,1,1,21534.301,25243.551,24740.1,,,4,-503.45117,0,0,2209,103.823,25,463726112,637236864,0,107671.5,0,21534.301,0
0,24,12,0,0,1,0,16285.43,21542.949,17559.82,,,4,-3983.1289,0,0,576,13.824,144,265215216,464098656,0,195425.16,0,16285.43,0
0,28,12,0,0,1,0,16998.6,16897.061,16262.38,,,4,-634.68066,0,0,784,21.952,144,288952384,285510656,0,203983.19,0,16998.6,0
0,40,8,0,0,1,1,18076.199,21847.311,21713.711,,,4,-133.59961,0,0,1600,64,64,326748992,477304992,0,144609.59,0,18076.199,0
0,38,9,0,0,1,1,17547.189,11758.84,6299.5479,,,4,-5459.292,0,0,1444,54.872002,81,307903872,138270320,0,157924.7,0,17547.189,0
0,48,12,0,0,1,0,12304.2,11814.34,15375.75,,,4,3561.4102,0,0,2304,110.592,144,151393344,139578624,0,147650.41,0,12304.2,0
0,28,12,0,0,1,0,13873.57,14947.4,18292.779,,,4,3345.3789,0,0,784,21.952,144,192475952,223424784,0,166482.84,0,13873.57,0
0,50,12,0,0,1,0,0,25243.551,0,,,4,-25243.551,1,0,2500,125,144,0,637236864,0,0,0,0,1
0,32,9,0,0,1,1,19714.141,16137.97,25564.67,,,4,9426.7002,0,0,1024,32.768002,81,388647328,260434064,0,177427.27,0,19714.141,0
0,16,7,1,0,0,1,133.2301,205.8871,6145.8652,,,4,5939.978,0,0,256,4.0960002,49,17750.26,42389.496,0,932.61072,0,0,0
0,32,12,0,0,1,0,13518.94,6702.9678,0,,,4,-6702.9678,0,0,1024,32.768002,144,182761744,44929776,0,162227.28,0,13518.94,0
0,28,12,0,0,1,0,14100.84,7478.1768,14367.94,,,4,6889.7637,0,0,784,21.952,144,198833680,55923128,0,169210.08,0,14100.84,0
0,27,12,0,0,1,0,14872.79,15976.84,14951.64,,,4,-1025.2002,0,0,729,19.683001,144,221199888,255259408,0,178473.48,0,14872.79,0
0,21,14,0,0,0,0,2713.585,3238.6941,5670.0371,,,4,2431.343,0,0,441,9.2609997,196,7363543.5,10489139,0,37990.188,0,0,0
0,35,12,0,0,1,0,17643.199,18053.609,22294.461,,,4,4240.8516,0,0,1225,42.875,144,311282464,325932800,0,211718.39,0,17643.199,0
0,26,13,0,0,1,0,19308.57,20223.48,25564.67,,,4,5341.1895,0,0,676,17.576,169,372820896,408989152,0,251011.41,0,19308.57,0
0,26,14,0,0,0,0,11361.79,445.79031,9328.8877,,,4,8883.0977,0,0,676,17.576,196,129090272,198729,0,159065.06,0,0,0
0,20,9,0,0,1,1,15309.71,13119.48,20182.789,,,4,7063.3086,0,0,400,8,81,234387216,172120768,0,137787.39,0,15309.71,0
0,27,12,0,0,1,0,0,13980.63,4408.0581,,,4,-9572.5723,1,0,729,19.683001,144,0,195458016,0,0,0,0,1
0,48,12,0,0,0,0,20537.029,25243.551,25564.67,,,4,321.11914,0,0,2304,110.592,144,421769568,637236864,0,246444.34,0,0,0
0,20,9,0,0,1,1,14308.53,20576.18,24511.051,,,4,3934.8711,0,0,400,8,81,204734032,423379168,0,128776.77,0,14308.53,0
0,42,12,1,0,1,0,22694.189,13953.77,25010.52,,,4,11056.75,0,0,1764,74.087997,144,515026240,194707680,0,272330.28,0,22694.189,0
0,43,16,0,0,1,0,17182.77,22568.811,19968.52,,,4,-2600.291,0,0,1849,79.507004,256,295247584,509351200,0,274924.31,0,17182.77,0
0,18,12,0,0,0,0,1941.6331,4225.1611,10141.64,,,4,5916.4785,0,0,324,5.8319998,144,3769939,17851986,0,23299.598,0,0,0
0,28,18,0,0,1,0,17388.49,16266.87,25564.67,,,4,9297.7998,0,0,784,21.952,324,302359584,264611056,0,312992.81,0,17388.49,0
